word,politics,religious,sports,entertainment
বুদ্ধ,0.0,-9.694575537525989,0.0,0.0
সিদ্ধিলাভ,0.0,-12.694575537525989,0.0,0.0
মহাপরিনির্বাণ,0.0,-12.694575537525989,0.0,0.0
বুদ্ধপূর্ণিমা,0.0,-12.694575537525989,0.0,0.0
পবিত্রতম,0.0,-12.694575537525989,0.0,0.0
উত্সব,0.0,-12.694575537525989,0.0,0.0
পুণ্যোত্সব,0.0,-12.694575537525989,0.0,0.0
শুচিবস্ত্র,0.0,-12.694575537525989,0.0,0.0
মন্দির,0.0,-11.69457553752599,0.0,0.0
বন্দনা,0.0,-12.694575537525989,0.0,-12.728133100306218
পঞ্চশীল,0.0,-12.694575537525989,0.0,0.0
অষ্টশীল,0.0,-12.694575537525989,0.0,0.0
সূত্রপাঠ,0.0,-12.694575537525989,0.0,0.0
সূত্রশ্রবণ,0.0,-12.694575537525989,0.0,0.0
সমবেত,0.0,-12.694575537525989,0.0,0.0
পূর্ণিম,0.0,-11.69457553752599,0.0,-11.14317059958506
চাঁ,0.0,-11.69457553752599,0.0,0.0
বোধি,0.0,-12.694575537525989,0.0,0.0
বৃক্ষতল,0.0,-12.694575537525989,0.0,0.0
জগত্,0.0,-12.694575537525989,0.0,0.0
আলোকিত,0.0,-12.694575537525989,0.0,0.0
মানবমুক্তির,0.0,-12.694575537525989,0.0,0.0
পথ,0.0,-12.694575537525989,-11.126919527630932,0.0
কপিলাবস্তু,0.0,-12.694575537525989,0.0,0.0
শ্রাবস্তী,0.0,-12.694575537525989,0.0,0.0
বৈশালী,0.0,-12.694575537525989,0.0,0.0
চুন,-12.641600215834359,-11.69457553752599,0.0,0.0
কৌশাম্বী,0.0,-12.694575537525989,0.0,0.0
কনৌজ,0.0,-12.694575537525989,0.0,0.0
মথু,0.0,-12.694575537525989,0.0,0.0
আলবী,0.0,-12.694575537525989,0.0,0.0
ভুটান,0.0,-12.694575537525989,0.0,0.0
পাকিস্তান,-12.641600215834359,-12.694575537525989,0.0,0.0
আফগানিস্তান,-12.641600215834359,-12.694575537525989,-10.711882028352088,0.0
৪৫,0.0,-12.694575537525989,-11.126919527630932,0.0
ধর্মপ্রচ,0.0,-12.694575537525989,0.0,0.0
মূলমন্ত্র,0.0,-12.694575537525989,0.0,0.0
সব্ব,0.0,-12.694575537525989,0.0,0.0
সত্তা,0.0,-12.694575537525989,0.0,0.0
সুখিতা,0.0,-12.694575537525989,0.0,0.0
ভবন্তুজগত,0.0,-12.694575537525989,0.0,0.0
প্রাণী,0.0,-11.69457553752599,0.0,0.0
সুখী,0.0,-11.69457553752599,0.0,0.0
জগ,0.0,-11.109613036804832,0.0,-11.728133100306218
ফল,-11.056637715113201,-9.694575537525989,-9.389953933464724,-11.728133100306218
ভোগ,0.0,-11.69457553752599,0.0,0.0
খারাপ,0.0,-11.109613036804832,-12.71188202835209,0.0
কাজ,-11.056637715113201,-12.694575537525989,-12.71188202835209,-10.14317059958506
কর্মানুসার,0.0,-12.694575537525989,0.0,0.0
অল্প,0.0,-12.694575537525989,0.0,0.0
আয়ু,0.0,-11.109613036804832,0.0,0.0
জটিল,0.0,-12.694575537525989,0.0,-12.728133100306218
ব্যাধিগ্রস্ত,0.0,-12.694575537525989,0.0,0.0
নীরোগ,0.0,-12.694575537525989,0.0,0.0
বিশ্রীসুশ্রী,0.0,-12.694575537525989,0.0,0.0
সুখীদুঃখী,0.0,-12.694575537525989,0.0,0.0
উঁচুনিচু,0.0,-12.694575537525989,0.0,0.0
জ্ঞানমূর্খতা,0.0,-12.694575537525989,0.0,0.0
প্রাপ্ত,-12.641600215834359,-12.694575537525989,-11.71188202835209,-12.728133100306218
অধীন,0.0,-12.694575537525989,-10.711882028352088,0.0
আলাউদ্দিন,0.0,-12.694575537525989,0.0,0.0
আকুঞ্জি,0.0,-12.694575537525989,0.0,0.0
অপর,-12.641600215834359,-11.69457553752599,-11.126919527630932,0.0
মিঞা,0.0,-12.694575537525989,0.0,0.0
জোহর,0.0,-12.694575537525989,0.0,0.0
ফের,0.0,-10.694575537525989,-10.711882028352088,-11.728133100306218
স্থানীয়,0.0,-11.69457553752599,0.0,0.0
বাঙালী,0.0,-12.694575537525989,0.0,0.0
সম্প্রদায়,0.0,-12.694575537525989,0.0,0.0
হেট,0.0,-11.69457553752599,0.0,0.0
ক্রাইম,0.0,-11.69457553752599,0.0,0.0
বর্ণনা,0.0,-12.694575537525989,0.0,0.0
মোটিভ,0.0,-12.694575537525989,0.0,0.0
যায়নি,0.0,-11.69457553752599,0.0,0.0
হত্যাকারী,0.0,-12.694575537525989,0.0,0.0
এখন,-11.641600215834359,-10.694575537525989,-9.904527106294482,-11.728133100306218
ফেলা,0.0,-12.694575537525989,-11.71188202835209,0.0
অস্ট্রেলিয়,0.0,-12.694575537525989,0.0,0.0
পূর্ব,-12.641600215834359,-12.694575537525989,-12.71188202835209,-11.14317059958506
উপকূল,0.0,-12.694575537525989,0.0,0.0
গির্জায়,0.0,-12.694575537525989,0.0,0.0
জনা,0.0,-12.694575537525989,0.0,-11.14317059958506
দশেক,0.0,-12.694575537525989,0.0,0.0
ডানপন্থী,0.0,-12.694575537525989,0.0,0.0
ইসলামবিদ্বেষী,0.0,-12.694575537525989,0.0,0.0
ঢু,0.0,-11.69457553752599,0.0,0.0
শেষকৃত্যানুষ্ঠান,0.0,-12.694575537525989,0.0,0.0
করেছেবিক্ষোভকারী,0.0,-12.694575537525989,0.0,0.0
পরন,0.0,-12.694575537525989,0.0,0.0
ধর্মীয়,0.0,-11.109613036804832,0.0,0.0
পোশাক,0.0,-12.694575537525989,0.0,0.0
কণ্ঠ,0.0,-12.694575537525989,0.0,-10.406205005418855
ইসলামবিরোধী,0.0,-12.694575537525989,0.0,0.0
শ্লোগানএমনকি,0.0,-12.694575537525989,0.0,0.0
সাউথ,0.0,-12.694575537525989,0.0,0.0
ওয়েলস,0.0,-12.694575537525989,0.0,0.0
প্রদেশ,0.0,-12.694575537525989,0.0,0.0
গসফোর্ড,0.0,-12.694575537525989,0.0,0.0
অ্যাংলিকান,0.0,-12.694575537525989,0.0,0.0
চার্চ,0.0,-12.694575537525989,-11.71188202835209,0.0
বিক্ষোভকারী,0.0,-11.109613036804832,0.0,0.0
লাউডস্পিক,0.0,-12.694575537525989,0.0,0.0
ব্যঙ্গ,0.0,-12.694575537525989,0.0,0.0
করেপার্,0.0,-12.694575537525989,0.0,0.0
ফর,-11.056637715113201,-10.694575537525989,-9.904527106294482,-11.14317059958506
ফ্রিডম,0.0,-12.694575537525989,0.0,0.0
বিক্ষোভ,0.0,-10.694575537525989,0.0,0.0
ভিডি,0.0,-11.109613036804832,-12.71188202835209,-10.728133100306216
পোস্ট,0.0,-12.694575537525989,0.0,-11.728133100306218
দাবী,0.0,-12.694575537525989,0.0,0.0
গির্জা,0.0,-11.69457553752599,0.0,0.0
ইসলামিক,0.0,-12.694575537525989,0.0,0.0
বহুসংস্কৃতির,0.0,-12.694575537525989,0.0,0.0
সহানুভূতিশীল,0.0,-12.694575537525989,0.0,0.0
শ্মশান,0.0,-10.694575537525989,0.0,0.0
চেন্নাইয়,0.0,-11.69457553752599,0.0,0.0
পারভিনা,0.0,-12.694575537525989,0.0,0.0
সলোমান,0.0,-11.69457553752599,0.0,0.0
সেখানক,0.0,-11.69457553752599,0.0,-12.728133100306218
বড়,0.0,-11.109613036804832,0.0,0.0
পরিচালন,-11.641600215834359,-12.694575537525989,0.0,-11.14317059958506
করছেনক,0.0,-12.694575537525989,0.0,0.0
পেশা,0.0,-12.694575537525989,-11.126919527630932,0.0
নিয়েছেনচেন্নাইয়,0.0,-12.694575537525989,0.0,0.0
আন্না,0.0,-12.694575537525989,0.0,0.0
নগর,-10.641600215834357,-11.109613036804832,0.0,0.0
জেলায়,0.0,-12.694575537525989,0.0,0.0
অবস্থিত,0.0,-12.694575537525989,0.0,0.0
ভালানকাডু,0.0,-12.694575537525989,0.0,0.0
ব্যস্ততম,0.0,-12.694575537525989,0.0,0.0
শ্মশানআর,0.0,-12.694575537525989,0.0,0.0
এখানক,0.0,-12.694575537525989,0.0,0.0
পরিচালক,0.0,-12.694575537525989,-12.71188202835209,-7.920778178248613
সলোমানএক,0.0,-12.694575537525989,0.0,0.0
মৃতদেহ,0.0,-12.694575537525989,0.0,0.0
কিভাব,0.0,-12.694575537525989,0.0,0.0
সৎক,0.0,-11.69457553752599,0.0,0.0
সেসব,0.0,-12.694575537525989,-12.71188202835209,0.0
তত্ত্বাবধান,0.0,-12.694575537525989,-12.71188202835209,0.0
আইনস্টাইন,0.0,-10.694575537525989,0.0,0.0
শ্রদ্ধা,0.0,-11.69457553752599,0.0,0.0
কারন,0.0,-9.887220615468385,0.0,0.0
উৎপত্তির,0.0,-12.694575537525989,0.0,0.0
উক্তি,0.0,-12.694575537525989,0.0,0.0
ব্যাখ্যা,0.0,-11.69457553752599,0.0,0.0
উপলদ্ধি,0.0,-12.694575537525989,0.0,0.0
সত্যিক,0.0,-12.694575537525989,-12.71188202835209,0.0
প্রাকৃতিকভাব,0.0,-12.694575537525989,0.0,0.0
উৎপত্তি,0.0,-11.69457553752599,0.0,0.0
আগামীর,0.0,-12.694575537525989,0.0,0.0
গিয়,0.0,-12.694575537525989,0.0,0.0
কিছুর,0.0,-12.694575537525989,0.0,-11.728133100306218
বিজ্ঞানভিত্তিক,0.0,-12.694575537525989,0.0,0.0
ধারন,0.0,-9.694575537525989,0.0,0.0
পেছন,0.0,-12.694575537525989,-11.126919527630932,0.0
মূল,-12.641600215834359,-10.694575537525989,-12.71188202835209,-10.728133100306216
চিত্ত,0.0,-12.694575537525989,0.0,-12.728133100306218
নিয়ন্ত্রন,0.0,-12.694575537525989,0.0,0.0
নিয়ন্ত্রণ,0.0,-12.694575537525989,0.0,0.0
জয়,-12.641600215834359,-12.694575537525989,0.0,0.0
কেন্দ্রীক,0.0,-11.69457553752599,0.0,0.0
বোধ,0.0,-10.694575537525989,0.0,-12.728133100306218
এড়িয়,0.0,-12.694575537525989,0.0,0.0
প্রাণীর,0.0,-12.694575537525989,0.0,0.0
মমত্ববোধ,0.0,-12.694575537525989,0.0,0.0
অভিজ্ঞত,0.0,-12.694575537525989,-11.71188202835209,-10.406205005418855
উপলব্ধি,0.0,-11.69457553752599,0.0,-11.14317059958506
শেখা,0.0,-11.69457553752599,0.0,0.0
–এ,0.0,-11.109613036804832,0.0,-11.14317059958506
গুলোর,0.0,-11.69457553752599,0.0,0.0
দাড়িয়,0.0,-12.694575537525989,0.0,0.0
একারন,0.0,-12.694575537525989,0.0,0.0
ভবিষ্যত,0.0,-12.694575537525989,-11.126919527630932,0.0
কসমিক,0.0,-12.694575537525989,0.0,0.0
রিলিজিয়ন,0.0,-12.694575537525989,0.0,0.0
রয়েছেঃ,0.0,-12.694575537525989,0.0,0.0
চাপিয়,0.0,-12.694575537525989,0.0,0.0
অবিতর্কযোগ্য,0.0,-12.694575537525989,0.0,0.0
অগ্রাহ্য,0.0,-12.694575537525989,0.0,0.0
লক্ষ্য,0.0,-12.694575537525989,-12.71188202835209,0.0
উপর,0.0,-11.69457553752599,0.0,0.0
অনুসরণ,0.0,-12.694575537525989,0.0,-12.728133100306218
অর্জিত,0.0,-12.694575537525989,0.0,0.0
পরম,0.0,-11.109613036804832,0.0,0.0
–,-10.641600215834357,-10.694575537525989,-10.711882028352088,-9.558208098863904
নির্বাণ,0.0,-11.109613036804832,0.0,-12.728133100306218
ছায়া,0.0,-12.694575537525989,0.0,0.0
কারাগ,0.0,-11.69457553752599,-12.71188202835209,0.0
অজ্ঞানতা,0.0,-12.694575537525989,0.0,0.0
শৃংখল,0.0,-11.69457553752599,0.0,0.0
আবরণ,0.0,-12.694575537525989,0.0,0.0
জ্ঞাণ,0.0,-12.694575537525989,0.0,0.0
আম,-12.641600215834359,-10.694575537525989,-11.126919527630932,-9.558208098863904
আশ,-11.056637715113201,-9.109613036804832,-11.126919527630932,-9.728133100306216
বস্তুগত,0.0,-12.694575537525989,0.0,0.0
নিয়,0.0,-10.372647442638627,0.0,0.0
ছোট,0.0,-11.69457553752599,-12.71188202835209,-10.728133100306216
কারাগার,0.0,-12.694575537525989,-12.71188202835209,0.0
আবদ্ধ,0.0,-12.694575537525989,0.0,0.0
ফেলে,0.0,-12.694575537525989,0.0,-12.728133100306218
নির্বাণএর,0.0,-12.694575537525989,0.0,0.0
সুখ,0.0,-10.694575537525989,0.0,-11.14317059958506
তাআলা,0.0,-12.694575537525989,0.0,0.0
কুরান,0.0,-11.109613036804832,0.0,0.0
৬৪,0.0,-12.694575537525989,-11.71188202835209,0.0
নাম্ব,0.0,-12.694575537525989,0.0,0.0
আয়া,0.0,-10.372647442638627,0.0,0.0
এসো,0.0,-12.694575537525989,0.0,0.0
কথায়,0.0,-12.694575537525989,0.0,0.0
প্রত্যেক্,0.0,-12.694575537525989,0.0,0.0
আহল,0.0,-12.694575537525989,0.0,0.0
অমুসলিম,0.0,-11.69457553752599,0.0,0.0
গুলো,0.0,-11.109613036804832,0.0,0.0
অমিল,0.0,-12.694575537525989,0.0,0.0
সবাভাবিক,0.0,-12.694575537525989,0.0,0.0
বিরোধ,-10.319672120946995,-11.109613036804832,0.0,0.0
বাধ,-10.641600215834357,-10.372647442638627,-12.71188202835209,-11.14317059958506
অশান্তির,0.0,-12.694575537525989,0.0,0.0
সৃস্,0.0,-12.694575537525989,0.0,0.0
পাক,-12.641600215834359,-10.372647442638627,-12.71188202835209,-11.728133100306218
জায়গায়,0.0,-12.694575537525989,0.0,0.0
অশান্তি,0.0,-11.69457553752599,0.0,0.0
খুজ,0.0,-12.694575537525989,0.0,0.0
একজন,0.0,-11.109613036804832,-11.126919527630932,-10.14317059958506
হিন্দুর,0.0,-12.694575537525989,0.0,0.0
চালচলন,0.0,-12.694575537525989,0.0,0.0
ক,-3.7377183700981766,-3.700222100667131,-3.5929409556285803,-3.6040117884770293
আচারব্যবহ,0.0,-12.694575537525989,0.0,0.0
প্রবন্ধ,0.0,-12.694575537525989,0.0,0.0
ধর্মগ্রন্থ,0.0,-12.694575537525989,0.0,0.0
করেইসলাম,0.0,-12.694575537525989,0.0,0.0
সংজ্ঞা,0.0,-12.694575537525989,0.0,0.0
ইখলাস,0.0,-12.694575537525989,0.0,0.0
বলো,0.0,-12.694575537525989,0.0,0.0
স্বতন্ত্র,0.0,-12.694575537525989,0.0,0.0
জাতক,0.0,-12.694575537525989,0.0,0.0
সমকক্ষ,0.0,-12.694575537525989,0.0,0.0
বাক্য,0.0,-12.694575537525989,0.0,0.0
সাহায্য,0.0,-12.694575537525989,-11.71188202835209,0.0
স্ব,-9.182168597197059,-7.836594542398417,-8.80499143274357,-9.26870148166892
জুয়া,0.0,-10.109613036804832,0.0,0.0
বেশির,0.0,-12.694575537525989,0.0,-12.728133100306218
খেলা,0.0,-11.109613036804832,-9.389953933464724,0.0
নিষিদ্ধ,0.0,-12.694575537525989,-12.71188202835209,0.0
বেদ,-11.056637715113201,-10.372647442638627,-11.126919527630932,0.0
জুয়ারি,0.0,-11.109613036804832,0.0,0.0
ব্যক্তির,0.0,-12.694575537525989,0.0,0.0
শ্বাস,-9.834245293776753,-9.887220615468385,0.0,-11.14317059958506
অভিশাপ,0.0,-11.109613036804832,0.0,0.0
ত্যাগ,0.0,-11.69457553752599,0.0,0.0
কানাকরি,0.0,-12.694575537525989,0.0,0.0
ঋন,0.0,-12.694575537525989,0.0,0.0
নাঋকবেদ১০৩৪৩,0.0,-12.694575537525989,0.0,0.0
চিন্তা,0.0,-12.694575537525989,0.0,0.0
ব্যাক্তির,0.0,-12.694575537525989,0.0,0.0
২৪,0.0,-11.69457553752599,-12.71188202835209,0.0
ঘন্টায়,0.0,-12.694575537525989,0.0,0.0
জঘন্য,0.0,-11.69457553752599,0.0,0.0
অপরাধ,0.0,-12.694575537525989,-12.71188202835209,0.0
আমিন,0.0,-12.694575537525989,0.0,-11.14317059958506
সাধারন,0.0,-12.694575537525989,0.0,0.0
মদ,-10.056637715113201,-9.524650536083678,0.0,-11.14317059958506
ঘৃন্য,0.0,-12.694575537525989,0.0,0.0
গ্রন্থ,0.0,-11.69457553752599,0.0,0.0
মদ্য,0.0,-12.694575537525989,0.0,0.0
দূর,0.0,-9.109613036804832,-11.71188202835209,0.0
ঋকবেদ,0.0,-11.69457553752599,0.0,0.0
১০৩৪১৩,0.0,-12.694575537525989,0.0,0.0
শ্লো,0.0,-11.69457553752599,0.0,0.0
নেশা,0.0,-11.109613036804832,0.0,0.0
পানকারির,0.0,-12.694575537525989,0.0,0.0
হৃদয়,0.0,-12.694575537525989,0.0,0.0
লড়া,0.0,-12.694575537525989,0.0,0.0
মন,-7.18216859719706,-8.78768494191747,-9.011442310210995,-7.920778178248613
দখল,0.0,-12.694575537525989,0.0,0.0
নেয়,0.0,-12.694575537525989,0.0,0.0
ভালোখারাপ,0.0,-12.694575537525989,0.0,0.0
পাপপুন্য,0.0,-12.694575537525989,0.0,0.0
নোং,0.0,-11.69457553752599,0.0,0.0
লিপ্ত,0.0,-12.694575537525989,0.0,0.0
ছোটো,0.0,-12.694575537525989,0.0,0.0
পর্দায়,0.0,-12.694575537525989,0.0,0.0
অজ্ঞানত,0.0,-11.69457553752599,0.0,0.0
পুরুষ,0.0,-10.372647442638627,0.0,0.0
পর্দ,-10.641600215834357,-10.372647442638627,0.0,-9.728133100306216
প্রথম,0.0,-11.109613036804832,-11.126919527630932,-11.14317059958506
নম্ব,0.0,-11.109613036804832,-10.711882028352088,0.0
সুর,-12.641600215834359,-10.694575537525989,-12.71188202835209,-9.920778178248613
৩০,0.0,-11.69457553752599,-11.71188202835209,0.0
৩১,0.0,-12.694575537525989,0.0,0.0
উভয়,0.0,-12.694575537525989,0.0,0.0
ঢ,-12.641600215834359,-10.694575537525989,-11.126919527630932,-9.558208098863904
ধর্ষন,0.0,-11.69457553752599,0.0,0.0
ব্যভিচ,0.0,-11.69457553752599,0.0,0.0
ব্যভিচা্র,0.0,-12.694575537525989,0.0,0.0
নোংরামী,0.0,-12.694575537525989,0.0,0.0
পিছিয়,0.0,-12.694575537525989,0.0,0.0
পর্দা,-11.641600215834359,-11.69457553752599,0.0,-9.920778178248613
শরিয়ত,0.0,-12.694575537525989,0.0,0.0
বাস্তবায়ন,0.0,-12.694575537525989,0.0,0.0
ইন্দোনেশিয়,0.0,-11.69457553752599,0.0,0.0
শিশুকন্যা,0.0,-12.694575537525989,0.0,0.0
কায়সা,0.0,-11.69457553752599,0.0,0.0
আলিয়া,0.0,-11.69457553752599,0.0,-10.406205005418855
কামাল,0.0,-11.69457553752599,0.0,0.0
কুরআন,0.0,-12.694575537525989,0.0,0.0
নেটওয়ার্,0.0,-12.694575537525989,0.0,-11.728133100306218
আবৃত,0.0,-11.69457553752599,0.0,0.0
সহকার,-12.641600215834359,-11.69457553752599,0.0,0.0
তিলাওয়াতকৃত,0.0,-12.694575537525989,0.0,0.0
শামস,0.0,-11.69457553752599,0.0,0.0
প্রকাশিত,0.0,-12.694575537525989,-12.71188202835209,0.0
হয়েছেকায়সা,0.0,-12.694575537525989,0.0,0.0
ভিডিও,0.0,-12.694575537525989,-12.71188202835209,-11.728133100306218
বার্তা,-12.641600215834359,-12.694575537525989,0.0,-11.728133100306218
ইকন,0.0,-12.694575537525989,-12.71188202835209,0.0
দর্শনার্থী,0.0,-12.694575537525989,0.0,0.0
পেশ,0.0,-11.109613036804832,-11.126919527630932,-12.728133100306218
দৃষ্টিপ্রতিবন্ধী,0.0,-10.694575537525989,0.0,0.0
শিশু,0.0,-11.109613036804832,0.0,-11.728133100306218
কোরআনুল,0.0,-10.694575537525989,0.0,0.0
কারিম,0.0,-10.694575537525989,0.0,0.0
শেখানো,0.0,-12.694575537525989,0.0,0.0
মুখস্ত,0.0,-11.69457553752599,0.0,0.0
করানোর,0.0,-12.694575537525989,0.0,0.0
খেদম,0.0,-11.69457553752599,0.0,0.0
নিয়োজিত,0.0,-11.69457553752599,0.0,0.0
ভাইয়,0.0,-11.109613036804832,0.0,0.0
হজব্রত,0.0,-11.69457553752599,0.0,0.0
শায়খ,0.0,-12.694575537525989,0.0,0.0
আহম,-12.641600215834359,-11.109613036804832,0.0,-11.14317059958506
দৃষ্টিশক্তি,0.0,-12.694575537525989,0.0,0.0
হারানোর,0.0,-12.694575537525989,0.0,0.0
প্রবল,0.0,-11.69457553752599,0.0,0.0
সক্ষম,0.0,-12.694575537525989,0.0,0.0
স্মৃতিচারণ,0.0,-12.694575537525989,0.0,0.0
আলদামহুজি,0.0,-12.694575537525989,0.0,0.0
ওস্তাদ,0.0,-12.694575537525989,0.0,0.0
মক্তব,0.0,-11.69457553752599,0.0,0.0
কেন্দ্র,-10.056637715113201,-10.694575537525989,0.0,-11.728133100306218
আর্জি,0.0,-12.694575537525989,0.0,0.0
করেছিলেনতারপর,0.0,-12.694575537525989,0.0,0.0
পাখি,0.0,-12.694575537525989,0.0,0.0
বন,-8.734709620225837,-8.372647442638627,-9.541957026909776,-8.558208098863904
প্রবীণ,0.0,-12.694575537525989,0.0,0.0
শিক্ষক,0.0,-12.694575537525989,0.0,0.0
পরামর্শ,0.0,-12.694575537525989,0.0,0.0
খুল,0.0,-11.69457553752599,0.0,-10.728133100306216
রেখেছেনএ,0.0,-12.694575537525989,0.0,0.0
নারীর,0.0,-11.69457553752599,0.0,0.0
পদ্ধতি,0.0,-12.694575537525989,0.0,0.0
আয়াত,0.0,-12.694575537525989,0.0,0.0
শোন,-12.641600215834359,-12.694575537525989,-12.71188202835209,-10.728133100306216
প্রতিদিন,0.0,-12.694575537525989,-12.71188202835209,0.0
নিয়মিত,0.0,-12.694575537525989,-11.71188202835209,0.0
পাঁচদিন,0.0,-12.694575537525989,0.0,0.0
খতম,0.0,-12.694575537525989,0.0,0.0
সম্পন্ন,0.0,-12.694575537525989,0.0,0.0
করবেনউল্লেখ্য,0.0,-12.694575537525989,0.0,0.0
ওমর,0.0,-12.694575537525989,0.0,0.0
﻿ক্র,0.0,0.0,-12.71188202835209,0.0
গেইল,0.0,0.0,-10.12691952763093,0.0
সেদিন,0.0,0.0,-12.71188202835209,-11.728133100306218
অদম্য,0.0,0.0,-12.71188202835209,0.0
আইপিএল,0.0,0.0,-12.71188202835209,0.0
২০১৩,0.0,0.0,-11.126919527630932,0.0
আসর,0.0,0.0,-11.126919527630932,0.0
পুন,-11.641600215834359,-11.109613036804832,-12.71188202835209,0.0
ওয়ারিয়র্স,0.0,0.0,-12.71188202835209,0.0
বোলার,0.0,0.0,-11.126919527630932,0.0
নাকানিচুবানি,0.0,0.0,-12.71188202835209,0.0
খাই,-12.641600215834359,0.0,-12.71188202835209,0.0
১৭৫,0.0,0.0,-12.71188202835209,0.0
রান,-10.641600215834357,-9.887220615468385,-7.853901033224516,-9.728133100306216
অতিমানবী,0.0,0.0,-12.71188202835209,0.0
ইনিংস,0.0,0.0,-9.389953933464724,0.0
ভর,-11.641600215834359,-12.694575537525989,-11.71188202835209,-10.406205005418855
রয়্যাল,0.0,0.0,-11.71188202835209,0.0
চ্যালেঞ্জার্স,0.0,0.0,-11.71188202835209,0.0
বেঙ্গালুরু,0.0,0.0,-11.126919527630932,0.0
২৬৩,0.0,0.0,-12.71188202835209,0.0
৬৬,0.0,0.0,-11.71188202835209,0.0
ছক্কা,0.0,0.0,-11.126919527630932,0.0
মের,0.0,0.0,-11.126919527630932,-10.406205005418855
১৭,-12.641600215834359,0.0,-9.904527106294482,-12.728133100306218
খাট,0.0,0.0,-12.71188202835209,0.0
ঝড়,0.0,0.0,-11.71188202835209,0.0
ডি,-9.641600215834357,-10.109613036804832,-9.389953933464724,-8.728133100306216
ভিলিয়ার্স,0.0,0.0,-12.71188202835209,0.0
ম্যাচ,0.0,0.0,-7.804991432743569,0.0
প্রসঙ্গ,0.0,0.0,-11.71188202835209,-12.728133100306218
তোল,0.0,0.0,-10.711882028352088,-11.728133100306218
কাল,-11.641600215834359,-9.694575537525989,-9.904527106294482,-9.920778178248613
ক্যারিবিয়ান,0.0,0.0,-12.71188202835209,0.0
প্রিমিয়,0.0,0.0,-11.71188202835209,0.0
লিগ,0.0,0.0,-9.389953933464724,0.0
সিপিএল,0.0,0.0,-12.71188202835209,0.0
ত্রিনবাগো,0.0,0.0,-10.389953933464724,0.0
নাইট,0.0,0.0,-10.711882028352088,0.0
রাইডার্সজ্যামাইকা,0.0,0.0,-12.71188202835209,0.0
তালাওয়াশ,0.0,0.0,-11.126919527630932,0.0
রানবন্যা,0.0,0.0,-12.71188202835209,0.0
বেঙ্গালুরুর,0.0,0.0,-11.71188202835209,0.0
জ্যামাইকা,0.0,0.0,-11.126919527630932,0.0
জার্সি,0.0,0.0,-11.71188202835209,0.0
গা,-9.319672120946995,-8.171013581468976,-7.956994526188619,-7.14317059958506
অধিনায়ক,0.0,0.0,-9.011442310210995,0.0
দাঁড়ি,0.0,0.0,-11.71188202835209,-12.728133100306218
রাইডার্স,0.0,0.0,-10.711882028352088,0.0
ব্যাটসম্যান,0.0,0.0,-10.711882028352088,0.0
ওষুধ,0.0,0.0,-12.71188202835209,0.0
তাঁর,0.0,0.0,-11.71188202835209,-12.728133100306218
ফ্র্যাঞ্চাইজি,0.0,0.0,-10.711882028352088,0.0
ক্রিকেট,0.0,0.0,-8.624419187101749,-11.728133100306218
বিপক্ষ,-12.641600215834359,0.0,-8.389953933464724,0.0
রেকর্ড,0.0,0.0,-11.71188202835209,0.0
চুরম,0.0,0.0,-12.71188202835209,0.0
গেইলথেরাপি,0.0,0.0,-12.71188202835209,0.0
ত্রিনবাগোর,0.0,0.0,-12.71188202835209,0.0
ব্যাটসম্যান—,0.0,0.0,-12.71188202835209,0.0
লেন্ডল,0.0,0.0,-12.71188202835209,0.0
সিমন্স,0.0,0.0,-11.71188202835209,0.0
কলিন,0.0,0.0,-11.71188202835209,0.0
মানরো,0.0,0.0,-10.711882028352088,0.0
কাইরন,0.0,0.0,-12.71188202835209,0.0
পোলার্ড,0.0,0.0,-11.71188202835209,0.0
৪২,0.0,0.0,-10.389953933464724,0.0
৮৬,0.0,0.0,-12.71188202835209,0.0
সাজানো,0.0,-12.694575537525989,-12.71188202835209,-12.728133100306218
৯৬,0.0,0.0,-12.71188202835209,0.0
খে,0.0,-9.694575537525989,-7.068025838577363,0.0
২,-8.554137374584018,-8.994135819384896,-7.319564605573328,-9.558208098863904
উইকেট,0.0,0.0,-8.80499143274357,0.0
২৬৭,0.0,0.0,-12.71188202835209,0.0
চেপ,0.0,0.0,-12.71188202835209,0.0
জহির,0.0,0.0,-12.71188202835209,0.0
ওয়েস্ট,0.0,0.0,-11.71188202835209,0.0
ইন্ডিজ,0.0,0.0,-11.71188202835209,0.0
জেরোম,0.0,0.0,-12.71188202835209,0.0
টেলর,0.0,0.0,-12.71188202835209,0.0
ওশান,0.0,0.0,-12.71188202835209,0.0
টমাস,0.0,0.0,-12.71188202835209,0.0
রোভম্যান,0.0,0.0,-12.71188202835209,0.0
পাওয়েল—সমান,0.0,0.0,-12.71188202835209,0.0
খেয়,0.0,0.0,-12.71188202835209,0.0
সেমিফাইনাল,0.0,0.0,-11.126919527630932,0.0
পাওয়,0.0,0.0,-10.12691952763093,-12.728133100306218
খেদ,0.0,-11.69457553752599,-11.71188202835209,0.0
সমর্থক,0.0,0.0,-10.12691952763093,0.0
বৃষ্,0.0,0.0,-12.71188202835209,0.0
ভাসি,0.0,0.0,-12.71188202835209,0.0
টুর্নামেন্ট,0.0,0.0,-10.12691952763093,0.0
নিয়মানুযায়ী,0.0,0.0,-12.71188202835209,0.0
চ্যাম্পিয়ন,0.0,0.0,-9.389953933464724,0.0
ফাইনাল,0.0,0.0,-8.80499143274357,0.0
